scenario,replication,target_dimension_reduction,target_ordering_budget,method_family,method_detail,N,L,counts,demand_pattern,arrival_mode,hF,hS,max_platoon_size,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_average_gap,actual_gap_le_indexed_bound,vehicle_level_average_delay,objective_average_delay,status,mip_gap,nodes,time_to_first_feasible,partition_time_seconds,partition_model_construction_seconds,partition_optimization_seconds,model_construction_seconds,downstream_optimization_seconds,end_to_end_seconds
N30_L4_unbalanced_bursty_hS2,0,0.9,31,fixed_size_closest_dimension,fixed_size_4,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[4, 4, 4], [4, 4, 1], [4, 2], [3]]",9,"[3, 3, 2, 1]",29,315,0.9079365079365079,1489,49.63333333333333,2.3,True,1.0333333333333334,3.3333333333333335,OPTIMAL,0.0,0.0,0.00011205673217773438,0.0,0.0,0.0,0.004644105210900307,0.0004329681396484375,0.005077073350548744
N30_L4_unbalanced_bursty_hS2,0,0.9,31,threshold_closest_dimension,release_gap_threshold_35,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[4, 4, 4], [4, 4, 1], [4, 2], [3]]",9,"[3, 3, 2, 1]",29,315,0.9079365079365079,1489,49.63333333333333,2.3,True,1.0333333333333334,3.3333333333333335,OPTIMAL,0.0,0.0,0.00011205673217773438,0.0,0.0,0.0,0.0036591170355677605,0.00043201446533203125,0.004091131500899792
N40_L4_unbalanced_bursty_hS2,0,0.25,420,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 2, 4, 4], [4, 1, 4, 3], [3, 1, 4], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,58.0,0.00015497207641601562,0.025112570263445377,0.010669015347957611,0.014195919036865234,0.005130498670041561,0.05672502517700195,0.08696809411048889
N40_L4_unbalanced_bursty_hS2,0,0.25,420,fixed_size_closest_dimension,fixed_size_1,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1]]",40,"[16, 12, 8, 4]",560,560,0.0,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,47695.0,0.004853963851928711,0.0,0.0,0.0,0.014621354639530182,24.68727684020996,24.70189819484949
N40_L4_unbalanced_bursty_hS2,0,0.25,420,threshold_closest_dimension,release_gap_threshold_0,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 1, 3, 4, 1, 2], [2, 1, 1, 1, 1, 1, 2, 1, 2], [1, 1, 1, 4, 1], [1, 1, 1, 1]]",28,"[10, 9, 5, 4]",281,560,0.4982142857142857,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,3039.0,0.002198934555053711,0.0,0.0,0.0,0.010340269654989243,0.9028270244598389,0.9131672941148281
N40_L4_unbalanced_bursty_hS2,0,0.5,280,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 2, 4, 4], [4, 1, 4, 3], [3, 1, 4], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,58.0,0.00016307830810546875,0.0252292575314641,0.011370535008609295,0.013579845428466797,0.005386075004935265,0.05629706382751465,0.08691239636391401
N40_L4_unbalanced_bursty_hS2,0,0.5,280,fixed_size_closest_dimension,fixed_size_2,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2], [2, 2]]",20,"[8, 6, 4, 2]",140,560,0.75,2805,70.125,2.0999999999999996,True,5.25,7.35,OPTIMAL,0.0,1676.0,0.0011250972747802734,0.0,0.0,0.0,0.0066871196031570435,0.2973349094390869,0.30402202904224396
N40_L4_unbalanced_bursty_hS2,0,0.5,280,threshold_closest_dimension,release_gap_threshold_0,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 1, 3, 4, 1, 2], [2, 1, 1, 1, 1, 1, 2, 1, 2], [1, 1, 1, 4, 1], [1, 1, 1, 1]]",28,"[10, 9, 5, 4]",281,560,0.4982142857142857,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,3039.0,0.0021529197692871094,0.0,0.0,0.0,0.010006964206695557,0.9034690856933594,0.9134760499000549
N40_L4_unbalanced_bursty_hS2,0,0.75,140,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 2, 4, 4], [4, 1, 4, 3], [3, 1, 4], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,58.0,0.00015401840209960938,0.023624123074114323,0.010896609164774418,0.012473821640014648,0.005033171735703945,0.05627608299255371,0.08493337780237198
N40_L4_unbalanced_bursty_hS2,0,0.75,140,fixed_size_closest_dimension,fixed_size_2,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2], [2, 2]]",20,"[8, 6, 4, 2]",140,560,0.75,2805,70.125,2.0999999999999996,True,5.25,7.35,OPTIMAL,0.0,1676.0,0.0011398792266845703,0.0,0.0,0.0,0.006919831968843937,0.29679393768310547,0.3037137696519494
N40_L4_unbalanced_bursty_hS2,0,0.75,140,threshold_closest_dimension,release_gap_threshold_1,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 4, 4, 2], [4, 4, 1, 3], [3, 4, 1], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,81.0,0.00015497207641601562,0.0,0.0,0.0,0.0059799132868647575,0.07576894760131836,0.08174886088818312
N40_L4_unbalanced_bursty_hS2,0,0.9,56,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 4, 3, 4, 4], [4, 4, 4], [4, 4], [1, 3]]",12,"[5, 3, 2, 2]",51,560,0.9089285714285714,965,24.125,0.7750000000000004,True,5.25,6.025,OPTIMAL,0.0,31.0,0.00014901161193847656,0.07148890756070614,0.01145963929593563,0.05979204177856445,0.004858118481934071,0.03544116020202637,0.11178818624466658
N40_L4_unbalanced_bursty_hS2,0,0.9,56,fixed_size_closest_dimension,fixed_size_4,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[4, 4, 4, 4], [4, 4, 4], [4, 4], [4]]",10,"[4, 3, 2, 1]",35,560,0.9375,2911,72.775,2.8499999999999996,True,5.25,8.1,OPTIMAL,0.0,45.0,0.0001239776611328125,0.0,0.0,0.0,0.004759138450026512,0.02780294418334961,0.03256208263337612
N40_L4_unbalanced_bursty_hS2,0,0.9,56,threshold_closest_dimension,release_gap_threshold_11,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 2, 4, 4, 4, 1], [4, 4, 4], [4, 4], [1, 3]]",13,"[6, 3, 2, 2]",58,560,0.8964285714285715,486,12.15,0.22499999999999964,True,5.25,5.475,OPTIMAL,0.0,34.0,0.0001418590545654297,0.0,0.0,0.0,0.00526566244661808,0.03378891944885254,0.03905458189547062
