experiment_group,scenario,replication,method,counts,releases,hF,hS,N,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,status,runtime_seconds,node_count,time_to_first_feasible,mip_gap,objective_average_delay,vehicle_level_average_delay,actual_average_gap,actual_gap_le_indexed_bound
comparison_runtime,balanced_poisson_L3,1,fixed_size_4,"[5, 5, 5]","[[2, 3, 3, 5, 6], [3, 5, 6, 6, 6], [1, 3, 4, 4, 4]]",1,2,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,34,2.2666666666666666,OPTIMAL,0.004084110260009766,1.0,0.00013589859008789062,0.0,5.866666666666666,5.733333333333333,0.13333333333333286,True
comparison_runtime,balanced_poisson_L3,1,release_gap_hF,"[5, 5, 5]","[[2, 3, 3, 5, 6], [3, 5, 6, 6, 6], [1, 3, 4, 4, 4]]",1,2,15,"[[3, 2], [1, 4], [1, 4]]",6,"[2, 2, 2]",12,75,21/25,0,0.0,OPTIMAL,0.004291057586669922,1.0,0.0001308917999267578,0.0,5.733333333333333,5.733333333333333,0.0,True
comparison_runtime,balanced_poisson_L3,1,release_gap_hS,"[5, 5, 5]","[[2, 3, 3, 5, 6], [3, 5, 6, 6, 6], [1, 3, 4, 4, 4]]",1,2,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,34,2.2666666666666666,OPTIMAL,0.00416111946105957,1.0,0.0001361370086669922,0.0,5.866666666666666,5.733333333333333,0.13333333333333286,True
comparison_runtime,balanced_poisson_L3,1,bound_aware_loss_budget,"[5, 5, 5]","[[2, 3, 3, 5, 6], [3, 5, 6, 6, 6], [1, 3, 4, 4, 4]]",1,2,15,"[[3, 2], [1, 4], [1, 4]]",6,"[2, 2, 2]",12,75,21/25,0,0.0,OPTIMAL,0.004518032073974609,1.0,0.00013208389282226562,0.0,5.733333333333333,5.733333333333333,0.0,True
comparison_runtime,balanced_bursty_L3,2,vehicle_level,"[5, 5, 5]","[[3, 4, 4, 4, 14], [17, 17, 18, 18, 18], [7, 7, 9, 9, 10]]",1,2,15,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",15,"[5, 5, 5]",75,75,0,0,0.0,OPTIMAL,0.001940011978149414,1.0,0.0001430511474609375,0.0,1.2,1.2,0.0,True
comparison_runtime,balanced_bursty_L3,2,fixed_size_2,"[5, 5, 5]","[[3, 4, 4, 4, 14], [17, 17, 18, 18, 18], [7, 7, 9, 9, 10]]",1,2,15,"[[2, 2, 1], [2, 2, 1], [2, 2, 1]]",9,"[3, 3, 3]",27,75,16/25,0,0.0,OPTIMAL,0.0006380081176757812,0.0,0.00013303756713867188,0.0,1.2,1.2,0.0,True
comparison_runtime,balanced_bursty_L3,2,fixed_size_3,"[5, 5, 5]","[[3, 4, 4, 4, 14], [17, 17, 18, 18, 18], [7, 7, 9, 9, 10]]",1,2,15,"[[3, 2], [3, 2], [3, 2]]",6,"[2, 2, 2]",12,75,21/25,108,7.2,OPTIMAL,0.0011761188507080078,1.0,0.00011610984802246094,0.0,1.3333333333333333,1.2,0.1333333333333333,True
comparison_runtime,balanced_bursty_L3,2,fixed_size_4,"[5, 5, 5]","[[3, 4, 4, 4, 14], [17, 17, 18, 18, 18], [7, 7, 9, 9, 10]]",1,2,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,11,0.7333333333333333,OPTIMAL,0.0005049705505371094,0.0,0.00010991096496582031,0.0,1.2,1.2,0.0,True
comparison_runtime,balanced_bursty_L3,2,release_gap_hF,"[5, 5, 5]","[[3, 4, 4, 4, 14], [17, 17, 18, 18, 18], [7, 7, 9, 9, 10]]",1,2,15,"[[4, 1], [4, 1], [2, 3]]",6,"[2, 2, 2]",12,75,21/25,0,0.0,OPTIMAL,0.0004458427429199219,0.0,0.00010895729064941406,0.0,1.2,1.2,0.0,True
comparison_runtime,balanced_bursty_L3,2,release_gap_hS,"[5, 5, 5]","[[3, 4, 4, 4, 14], [17, 17, 18, 18, 18], [7, 7, 9, 9, 10]]",1,2,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,11,0.7333333333333333,OPTIMAL,0.0004911422729492188,0.0,0.00011014938354492188,0.0,1.2,1.2,0.0,True
comparison_runtime,balanced_bursty_L3,2,bound_aware_loss_budget,"[5, 5, 5]","[[3, 4, 4, 4, 14], [17, 17, 18, 18, 18], [7, 7, 9, 9, 10]]",1,2,15,"[[4, 1], [4, 1], [2, 3]]",6,"[2, 2, 2]",12,75,21/25,0,0.0,OPTIMAL,0.0004448890686035156,0.0,0.00010895729064941406,0.0,1.2,1.2,0.0,True
comparison_runtime,unbalanced_uniform_L3,3,vehicle_level,"[8, 5, 3]","[[4, 4, 7, 9, 10, 16, 17, 17], [4, 6, 13, 14, 20], [2, 4, 10]]",1,2,16,"[[1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1]]",16,"[8, 5, 3]",79,79,0,0,0.0,OPTIMAL,0.1350719928741455,1796.0,0.0008070468902587891,0.0,2.5625,2.5625,0.0,True
comparison_runtime,unbalanced_uniform_L3,3,fixed_size_2,"[8, 5, 3]","[[4, 4, 7, 9, 10, 16, 17, 17], [4, 6, 13, 14, 20], [2, 4, 10]]",1,2,16,"[[2, 2, 2, 2], [2, 2, 1], [2, 1]]",9,"[4, 3, 2]",26,79,53/79,90,5.625,OPTIMAL,0.008737802505493164,1.0,0.00015401840209960938,0.0,2.6875,2.5625,0.125,True
comparison_runtime,unbalanced_uniform_L3,3,fixed_size_3,"[8, 5, 3]","[[4, 4, 7, 9, 10, 16, 17, 17], [4, 6, 13, 14, 20], [2, 4, 10]]",1,2,16,"[[3, 3, 2], [3, 2], [3]]",6,"[3, 2, 1]",11,79,68/79,313,19.5625,OPTIMAL,0.0031440258026123047,1.0,0.00011992454528808594,0.0,4.5625,2.5625,2.0,True
comparison_runtime,unbalanced_uniform_L3,3,fixed_size_4,"[8, 5, 3]","[[4, 4, 7, 9, 10, 16, 17, 17], [4, 6, 13, 14, 20], [2, 4, 10]]",1,2,16,"[[4, 4], [4, 1], [3]]",5,"[2, 2, 1]",8,79,71/79,266,16.625,OPTIMAL,0.002248048782348633,1.0,0.000370025634765625,0.0,4.9375,2.5625,2.375,True
comparison_runtime,unbalanced_uniform_L3,3,release_gap_hF,"[8, 5, 3]","[[4, 4, 7, 9, 10, 16, 17, 17], [4, 6, 13, 14, 20], [2, 4, 10]]",1,2,16,"[[2, 1, 2, 3], [1, 1, 2, 1], [1, 1, 1]]",11,"[4, 4, 3]",40,79,39/79,0,0.0,OPTIMAL,0.025206804275512695,258.0,0.00013589859008789062,0.0,2.5625,2.5625,0.0,True
comparison_runtime,unbalanced_uniform_L3,3,release_gap_hS,"[8, 5, 3]","[[4, 4, 7, 9, 10, 16, 17, 17], [4, 6, 13, 14, 20], [2, 4, 10]]",1,2,16,"[[2, 3, 3], [2, 2, 1], [2, 1]]",8,"[3, 3, 2]",21,79,58/79,37,2.3125,OPTIMAL,0.005569934844970703,1.0,0.00013494491577148438,0.0,2.5625,2.5625,0.0,True
comparison_runtime,unbalanced_uniform_L3,3,bound_aware_loss_budget,"[8, 5, 3]","[[4, 4, 7, 9, 10, 16, 17, 17], [4, 6, 13, 14, 20], [2, 4, 10]]",1,2,16,"[[2, 3, 3], [2, 2, 1], [3]]",7,"[3, 3, 1]",15,79,64/79,105,6.5625,OPTIMAL,0.004920005798339844,1.0,0.00011682510375976562,0.0,4.0625,2.5625,1.5,True
comparison_runtime,balanced_uniform_L4,4,vehicle_level,"[4, 4, 4, 4]","[[6, 9, 10, 14], [1, 6, 10, 17], [1, 4, 10, 11], [4, 7, 7, 11]]",1,2,16,"[[1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1]]",16,"[4, 4, 4, 4]",96,96,0,0,0.0,OPTIMAL,0.9180870056152344,12983.0,0.0009739398956298828,0.0,3.6875,3.6875,0.0,True
comparison_runtime,balanced_uniform_L4,4,fixed_size_2,"[4, 4, 4, 4]","[[6, 9, 10, 14], [1, 6, 10, 17], [1, 4, 10, 11], [4, 7, 7, 11]]",1,2,16,"[[2, 2], [2, 2], [2, 2], [2, 2]]",8,"[2, 2, 2, 2]",24,96,3/4,292,18.25,OPTIMAL,0.029893875122070312,354.0,0.00014400482177734375,0.0,4.875,3.6875,1.1875,True
comparison_runtime,balanced_uniform_L4,4,fixed_size_3,"[4, 4, 4, 4]","[[6, 9, 10, 14], [1, 6, 10, 17], [1, 4, 10, 11], [4, 7, 7, 11]]",1,2,16,"[[3, 1], [3, 1], [3, 1], [3, 1]]",8,"[2, 2, 2, 2]",24,96,3/4,250,15.625,OPTIMAL,0.02450084686279297,396.0,0.0006990432739257812,0.0,7.125,3.6875,3.4375,True
comparison_runtime,balanced_uniform_L4,4,fixed_size_4,"[4, 4, 4, 4]","[[6, 9, 10, 14], [1, 6, 10, 17], [1, 4, 10, 11], [4, 7, 7, 11]]",1,2,16,"[[4], [4], [4], [4]]",4,"[1, 1, 1, 1]",6,96,15/16,400,25.0,OPTIMAL,0.0031218528747558594,1.0,0.0003819465637207031,0.0,8.25,3.6875,4.5625,True
comparison_runtime,balanced_uniform_L4,4,release_gap_hF,"[4, 4, 4, 4]","[[6, 9, 10, 14], [1, 6, 10, 17], [1, 4, 10, 11], [4, 7, 7, 11]]",1,2,16,"[[1, 2, 1], [1, 1, 1, 1], [1, 1, 2], [1, 2, 1]]",13,"[3, 4, 3, 3]",63,96,11/32,0,0.0,OPTIMAL,0.10867905616760254,1961.0,0.0008490085601806641,0.0,3.6875,3.6875,0.0,True
comparison_runtime,balanced_uniform_L4,4,release_gap_hS,"[4, 4, 4, 4]","[[6, 9, 10, 14], [1, 6, 10, 17], [1, 4, 10, 11], [4, 7, 7, 11]]",1,2,16,"[[1, 2, 1], [1, 1, 1, 1], [1, 1, 2], [1, 2, 1]]",13,"[3, 4, 3, 3]",63,96,11/32,0,0.0,OPTIMAL,0.1079709529876709,1961.0,0.0008559226989746094,0.0,3.6875,3.6875,0.0,True
comparison_runtime,balanced_uniform_L4,4,bound_aware_loss_budget,"[4, 4, 4, 4]","[[6, 9, 10, 14], [1, 6, 10, 17], [1, 4, 10, 11], [4, 7, 7, 11]]",1,2,16,"[[4], [1, 2, 1], [2, 2], [4]]",7,"[1, 3, 2, 1]",17,96,79/96,198,12.375,OPTIMAL,0.004866123199462891,1.0,0.0001380443572998047,0.0,4.5,3.6875,0.8125,True
comparison_runtime,high_headway_bursty_L3,5,vehicle_level,"[5, 5, 5]","[[0, 1, 12, 12, 12], [15, 16, 16, 16, 17], [9, 10, 14, 14, 15]]",1,3,15,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",15,"[5, 5, 5]",75,75,0,0,0.0,OPTIMAL,0.043443918228149414,133.0,0.0007970333099365234,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,high_headway_bursty_L3,5,fixed_size_2,"[5, 5, 5]","[[0, 1, 12, 12, 12], [15, 16, 16, 16, 17], [9, 10, 14, 14, 15]]",1,3,15,"[[2, 2, 1], [2, 2, 1], [2, 2, 1]]",9,"[3, 3, 3]",27,75,16/25,0,0.0,OPTIMAL,0.007525920867919922,1.0,0.00017189979553222656,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,high_headway_bursty_L3,5,fixed_size_3,"[5, 5, 5]","[[0, 1, 12, 12, 12], [15, 16, 16, 16, 17], [9, 10, 14, 14, 15]]",1,3,15,"[[3, 2], [3, 2], [3, 2]]",6,"[2, 2, 2]",12,75,21/25,161,10.733333333333333,OPTIMAL,0.0037050247192382812,1.0,0.0004711151123046875,0.0,5.733333333333333,4.066666666666666,1.666666666666667,True
comparison_runtime,high_headway_bursty_L3,5,fixed_size_4,"[5, 5, 5]","[[0, 1, 12, 12, 12], [15, 16, 16, 16, 17], [9, 10, 14, 14, 15]]",1,3,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,161,10.733333333333333,OPTIMAL,0.0026459693908691406,1.0,0.00014495849609375,0.0,5.733333333333333,4.066666666666666,1.666666666666667,True
comparison_runtime,high_headway_bursty_L3,5,release_gap_hF,"[5, 5, 5]","[[0, 1, 12, 12, 12], [15, 16, 16, 16, 17], [9, 10, 14, 14, 15]]",1,3,15,"[[2, 3], [4, 1], [2, 3]]",6,"[2, 2, 2]",12,75,21/25,0,0.0,OPTIMAL,0.0023119449615478516,1.0,0.00015401840209960938,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,high_headway_bursty_L3,5,release_gap_hS,"[5, 5, 5]","[[0, 1, 12, 12, 12], [15, 16, 16, 16, 17], [9, 10, 14, 14, 15]]",1,3,15,"[[2, 3], [4, 1], [2, 3]]",6,"[2, 2, 2]",12,75,21/25,0,0.0,OPTIMAL,0.002768993377685547,1.0,0.0001709461212158203,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,high_headway_bursty_L3,5,bound_aware_loss_budget,"[5, 5, 5]","[[0, 1, 12, 12, 12], [15, 16, 16, 16, 17], [9, 10, 14, 14, 15]]",1,3,15,"[[2, 3], [2, 3], [2, 3]]",6,"[2, 2, 2]",12,75,21/25,0,0.0,OPTIMAL,0.0031769275665283203,1.0,0.00013303756713867188,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,balanced_uniform_L3,6,vehicle_level,"[5, 5, 5]","[[5, 9, 12, 13, 14], [8, 9, 9, 13, 14], [10, 12, 12, 13, 18]]",1,2,15,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",15,"[5, 5, 5]",75,75,0,0,0.0,OPTIMAL,0.13414287567138672,2331.0,0.0007698535919189453,0.0,3.8,3.8,0.0,True
comparison_runtime,balanced_uniform_L3,6,fixed_size_2,"[5, 5, 5]","[[5, 9, 12, 13, 14], [8, 9, 9, 13, 14], [10, 12, 12, 13, 18]]",1,2,15,"[[2, 2, 1], [2, 2, 1], [2, 2, 1]]",9,"[3, 3, 3]",27,75,16/25,86,5.733333333333333,OPTIMAL,0.024851083755493164,178.0,0.0006659030914306641,0.0,5.0,3.8,1.2000000000000002,True
comparison_runtime,balanced_uniform_L3,6,fixed_size_3,"[5, 5, 5]","[[5, 9, 12, 13, 14], [8, 9, 9, 13, 14], [10, 12, 12, 13, 18]]",1,2,15,"[[3, 2], [3, 2], [3, 2]]",6,"[2, 2, 2]",12,75,21/25,118,7.866666666666666,OPTIMAL,0.0037078857421875,1.0,0.0001499652862548828,0.0,5.0,3.8,1.2000000000000002,True
comparison_runtime,balanced_uniform_L3,6,fixed_size_4,"[5, 5, 5]","[[5, 9, 12, 13, 14], [8, 9, 9, 13, 14], [10, 12, 12, 13, 18]]",1,2,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,110,7.333333333333333,OPTIMAL,0.003164052963256836,1.0,0.00013017654418945312,0.0,6.133333333333334,3.8,2.333333333333334,True
comparison_runtime,balanced_uniform_L3,6,release_gap_hF,"[5, 5, 5]","[[5, 9, 12, 13, 14], [8, 9, 9, 13, 14], [10, 12, 12, 13, 18]]",1,2,15,"[[1, 1, 3], [3, 2], [1, 3, 1]]",8,"[3, 2, 3]",21,75,18/25,0,0.0,OPTIMAL,0.004937887191772461,1.0,0.00014901161193847656,0.0,3.8,3.8,0.0,True
comparison_runtime,balanced_uniform_L3,6,release_gap_hS,"[5, 5, 5]","[[5, 9, 12, 13, 14], [8, 9, 9, 13, 14], [10, 12, 12, 13, 18]]",1,2,15,"[[1, 1, 3], [3, 2], [4, 1]]",7,"[3, 2, 2]",16,75,59/75,12,0.8,OPTIMAL,0.003094196319580078,1.0,0.0001690387725830078,0.0,3.8,3.8,0.0,True
comparison_runtime,balanced_uniform_L3,6,bound_aware_loss_budget,"[5, 5, 5]","[[5, 9, 12, 13, 14], [8, 9, 9, 13, 14], [10, 12, 12, 13, 18]]",1,2,15,"[[1, 4], [3, 2], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,36,2.4,OPTIMAL,0.0031130313873291016,1.0,0.00013899803161621094,0.0,3.8,3.8,0.0,True
comparison_runtime,balanced_poisson_L3,7,vehicle_level,"[5, 5, 5]","[[3, 5, 11, 13, 13], [2, 3, 3, 4, 4], [1, 5, 5, 6, 9]]",1,2,15,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",15,"[5, 5, 5]",75,75,0,0,0.0,OPTIMAL,0.16022491455078125,3284.0,0.0008378028869628906,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,balanced_poisson_L3,7,fixed_size_2,"[5, 5, 5]","[[3, 5, 11, 13, 13], [2, 3, 3, 4, 4], [1, 5, 5, 6, 9]]",1,2,15,"[[2, 2, 1], [2, 2, 1], [2, 2, 1]]",9,"[3, 3, 3]",27,75,16/25,62,4.133333333333334,OPTIMAL,0.015282869338989258,85.0,0.00015807151794433594,0.0,4.2,4.066666666666666,0.13333333333333375,True
comparison_runtime,balanced_poisson_L3,7,fixed_size_3,"[5, 5, 5]","[[3, 5, 11, 13, 13], [2, 3, 3, 4, 4], [1, 5, 5, 6, 9]]",1,2,15,"[[3, 2], [3, 2], [3, 2]]",6,"[2, 2, 2]",12,75,21/25,135,9.0,OPTIMAL,0.0022280216217041016,1.0,0.00012302398681640625,0.0,4.2,4.066666666666666,0.13333333333333375,True
comparison_runtime,balanced_poisson_L3,7,fixed_size_4,"[5, 5, 5]","[[3, 5, 11, 13, 13], [2, 3, 3, 4, 4], [1, 5, 5, 6, 9]]",1,2,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,125,8.333333333333334,OPTIMAL,0.001859903335571289,1.0,0.00013208389282226562,0.0,4.2,4.066666666666666,0.13333333333333375,True
comparison_runtime,balanced_poisson_L3,7,release_gap_hF,"[5, 5, 5]","[[3, 5, 11, 13, 13], [2, 3, 3, 4, 4], [1, 5, 5, 6, 9]]",1,2,15,"[[1, 1, 1, 2], [4, 1], [1, 3, 1]]",9,"[4, 2, 3]",26,75,49/75,0,0.0,OPTIMAL,0.01241922378540039,50.0,0.0001621246337890625,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,balanced_poisson_L3,7,release_gap_hS,"[5, 5, 5]","[[3, 5, 11, 13, 13], [2, 3, 3, 4, 4], [1, 5, 5, 6, 9]]",1,2,15,"[[2, 3], [4, 1], [1, 3, 1]]",7,"[2, 2, 3]",16,75,59/75,22,1.4666666666666666,OPTIMAL,0.005213022232055664,1.0,0.00013899803161621094,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,balanced_poisson_L3,7,bound_aware_loss_budget,"[5, 5, 5]","[[3, 5, 11, 13, 13], [2, 3, 3, 4, 4], [1, 5, 5, 6, 9]]",1,2,15,"[[2, 3], [1, 4], [1, 4]]",6,"[2, 2, 2]",12,75,21/25,42,2.8,OPTIMAL,0.002251148223876953,1.0,0.00013113021850585938,0.0,4.066666666666666,4.066666666666666,0.0,True
comparison_runtime,balanced_bursty_L3,8,vehicle_level,"[5, 5, 5]","[[4, 4, 4, 6, 10], [4, 4, 5, 16, 17], [17, 17, 17, 17, 18]]",1,2,15,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",15,"[5, 5, 5]",75,75,0,0,0.0,OPTIMAL,0.0189359188079834,1.0,0.00017905235290527344,0.0,2.8666666666666667,2.8666666666666667,0.0,True
comparison_runtime,balanced_bursty_L3,8,fixed_size_2,"[5, 5, 5]","[[4, 4, 4, 6, 10], [4, 4, 5, 16, 17], [17, 17, 17, 17, 18]]",1,2,15,"[[2, 2, 1], [2, 2, 1], [2, 2, 1]]",9,"[3, 3, 3]",27,75,16/25,128,8.533333333333333,OPTIMAL,0.0032231807708740234,1.0,0.00013518333435058594,0.0,3.0,2.8666666666666667,0.1333333333333333,True
comparison_runtime,balanced_bursty_L3,8,fixed_size_3,"[5, 5, 5]","[[4, 4, 4, 6, 10], [4, 4, 5, 16, 17], [17, 17, 17, 17, 18]]",1,2,15,"[[3, 2], [3, 2], [3, 2]]",6,"[2, 2, 2]",12,75,21/25,31,2.066666666666667,OPTIMAL,0.002240896224975586,1.0,0.00011897087097167969,0.0,2.8666666666666667,2.8666666666666667,0.0,True
comparison_runtime,balanced_bursty_L3,8,fixed_size_4,"[5, 5, 5]","[[4, 4, 4, 6, 10], [4, 4, 5, 16, 17], [17, 17, 17, 17, 18]]",1,2,15,"[[4, 1], [4, 1], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,128,8.533333333333333,OPTIMAL,0.0018851757049560547,1.0,0.0001239776611328125,0.0,3.2666666666666666,2.8666666666666667,0.3999999999999999,True
comparison_runtime,balanced_bursty_L3,8,release_gap_hF,"[5, 5, 5]","[[4, 4, 4, 6, 10], [4, 4, 5, 16, 17], [17, 17, 17, 17, 18]]",1,2,15,"[[3, 1, 1], [3, 2], [4, 1]]",7,"[3, 2, 2]",16,75,59/75,0,0.0,OPTIMAL,0.0028297901153564453,1.0,0.00011777877807617188,0.0,2.8666666666666667,2.8666666666666667,0.0,True
comparison_runtime,balanced_bursty_L3,8,release_gap_hS,"[5, 5, 5]","[[4, 4, 4, 6, 10], [4, 4, 5, 16, 17], [17, 17, 17, 17, 18]]",1,2,15,"[[4, 1], [3, 2], [4, 1]]",6,"[2, 2, 2]",12,75,21/25,10,0.6666666666666666,OPTIMAL,0.0016689300537109375,1.0,0.00011396408081054688,0.0,2.8666666666666667,2.8666666666666667,0.0,True
comparison_runtime,balanced_bursty_L3,8,bound_aware_loss_budget,"[5, 5, 5]","[[4, 4, 4, 6, 10], [4, 4, 5, 16, 17], [17, 17, 17, 17, 18]]",1,2,15,"[[4, 1], [3, 2], [1, 4]]",6,"[2, 2, 2]",12,75,21/25,10,0.6666666666666666,OPTIMAL,0.0017619132995605469,1.0,0.00011706352233886719,0.0,2.8666666666666667,2.8666666666666667,0.0,True
comparison_runtime,unbalanced_uniform_L3,9,vehicle_level,"[8, 5, 3]","[[1, 1, 10, 12, 12, 15, 17, 20], [0, 2, 6, 7, 18], [3, 4, 6]]",1,2,16,"[[1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1]]",16,"[8, 5, 3]",79,79,0,0,0.0,OPTIMAL,0.07412385940551758,463.0,0.00015282630920410156,0.0,2.125,2.125,0.0,True
comparison_runtime,unbalanced_uniform_L3,9,fixed_size_2,"[8, 5, 3]","[[1, 1, 10, 12, 12, 15, 17, 20], [0, 2, 6, 7, 18], [3, 4, 6]]",1,2,16,"[[2, 2, 2, 2], [2, 2, 1], [2, 1]]",9,"[4, 3, 2]",26,79,53/79,60,3.75,OPTIMAL,0.00567317008972168,1.0,0.0001380443572998047,0.0,2.375,2.125,0.25,True
